id,name
1496,Technician #3
1497,Loud Speaker
1498,Technician #4
1499,French Ticket Taker
1500,Jingle Singers
1502,Chinese Principal #1
1503,Chinese Principal #2
1504,Dr. Demento
1505,DR. DEMEMTO
1506,Protesters
1507,Others
1509,Big Moose
1510,Scary Announcer
1511,Kindergarten Teacher
1512,FRED FLINTSTONE
1513,Shadowy Figure
1514,Spectators
1515,Prisoner #1
1516,Prisoner #2
1517,GROUNDSKEEPER WILLIE'S BRAIN
1518,Chorus
1519,Mr. Peabody
1520,Sherman
1521,Sloth
1522,Kid Behind Glass
1523,Jewish Man
1435,Luigi
1452,Old Jewish Man
1501,Birch Barlow
1444,Auctioneer
1476,Allison
1525,Trucker #1
1526,Trucker #2
1527,Library Boy
1528,Various Congregation Members
1529,Car
1530,Car #3
1531,News Announcer
1532,Weatherman
1533,Gym Teacher
1534,Female Coach
1535,Justice
1536,Running Man
1537,Hockey Announcer
1538,Ashley
1539,Pa
1540,German Gummy Salesman
1541,Heavy Woman
1542,Deep Voice
1543,Godfrey
1544,ROCK BOTTOM ANNOUNCER
1545,Crying Woman
1546,Female Host
1547,Ben Announcer
1549,Trainer
1550,Fox Announcer
1551,Young Babysitter
1552,Dennis Franz
1553,Aussie Reporter
1554,David Letterman
1555,Standup
1556,Teenage Manager
1557,Bike Rider
1558,Uncle Doobie
1559,GOODTIME SLIM
1560,Colonel Leslie Hapablap
1561,Vice President Gore
1562,Kool & the Gang
1563,Desk Clerk
1564,Goony-looking Man
1565,Cows
1566,John F. Kennedy
1567,Onlooker
1568,Carla
1569,Sam
1570,Norm
1571,Woody
1572,Cliff
1573,Runway Signaler
1574,Alan
1575,Stewardess
1576,Additional Man
1578,Gramma Bouvier
1579,Plumber
1580,7-Year-Old Homer
1581,7-YEAR-OLD-HOMER
1582,Homer Glumpet
1584,Last Signer
1585,Innkeeper
1586,Stonecutters
1587,School Kids
1588,Kid #3
1589,Redenbacher
1590,NICHOLSON
1591,Mr. T
1592,BUSH
1593,Knightboat's Partner
1594,Knightboat
1595,Villain
1596,Sperm #1
1597,Sperm #2
1598,"SPERM #3, #4, & #5"
1599,Sperm #40012
1600,Customers
1601,Various Patrons
1602,Pilot #2
1603,Female Astronomer
1604,Ham
1605,Database
1606,E-Mail
1607,Report Card
1608,SUPERFRIENDS
1609,Male Astronomer
1610,Panicked Man
1611,Congressman #1
1612,Congressman #2
1613,Congress
1614,Johnny Unitas
1615,Angelique
1616,Transport Driver
1617,Georgian
1618,Texan
1619,2nd Texan
1620,Russian
1621,New Englander
1622,Kid In Crowd
1623,Krusty Burglar
1624,Dick Cavett
1625,Plastic Surgeon
1626,Don Vitorio
1627,Gangsters
1628,Second Scientist
1629,Translator
1630,Dictator
1631,Elderly Nazi
1632,Gus
1633,Prime Minister
1583,Number One
1635,Shiva
1636,Bullfrog
1637,Sentry
1638,Ambassador
1639,Australian
1640,All Legislators
1641,Bullfrogs
1642,Australians
1643,Bart's Fist
1644,Lender
1645,Ballet Teacher
1646,Mel Brooks
1647,Head Rabbi
1648,Back-up Rabbis
1649,Man In Background
1650,Japanese Man
1651,Japanese Woman
1652,Person
1654,Charles Bronson
1655,Man In Audience
1656,New York Pilot
1657,Spielbergo
1658,Jay's Stomach
1659,Actor #1
1660,Actor #3
1661,Villagers
1662,BEN HUR
1663,EUDORA WELTY
1664,Fortune Teller
1665,FORTUNE-TELLER
1666,Student In Jeans
1667,Moustached Man
1668,Mrs. Parkfield
1669,Mr. Parkfield
1670,Eldred
1671,Other Player
1672,Adult Nelson
1673,NELSON JR.
1674,Aged Krusty
1675,Cable Announcer
1676,Pet Store Man
1677,DRILL SGT.
1678,Irs Agent
1679,Fat Cheeked Housekeeper
1680,Ticket Lady
1681,Shelbyville Principal
1682,Enemy Soldier #1
1683,Enemy Soldier #2
1684,Soldier #3
1685,Soldier #4
1686,Ring Girl
1687,Tape Recorder
1688,Tutor
1689,Onlooker #1
1690,Opponent #1
1691,Opponent #2
1692,Opponent #3
1693,Parents
1694,Tiny Student
1695,All Students
1696,Old Jazz Musician
1697,Store Clerk
1698,Rudi
1699,Bart Butterfly
1700,Lion's Head
1701,Darth
1702,Black Man
1703,Shill
1704,News Vendor
1705,Psychotic Guy
1706,Hairdresser
1707,Players
1708,Sinister Man
1709,Henchman
1710,1st Tourist
1711,2nd Tourist
1712,Outfielder
1713,Shelby
1714,Backpack Kid
1715,Shelbyville Kids
1716,Springfield
1717,Shelbyville
1718,Tough Kid
1719,Dads
1720,Bigger Kid
1721,1st Kid
1722,2nd Kid
1723,Gas Station Attendant
1724,Second Customer
1725,Shelbyvillers
1726,Groundskeeper Wilma
1727,Tow Truck Man
1728,Shelbyville Grampa
1729,Prendergast
1730,Guillermo
1731,Tito Puente
1732,High School Student
1733,Roughneck
1734,Veterinarian
1735,Nelson's Parrot
1736,All Teachers
1737,Male Inspector
1738,Female Inspector
1739,Other Old People
1740,Imaginary Burns #1
1741,Imaginary Burns #2
1742,Imaginary Burns #3
1743,Ten Imaginary Burnses
1744,Elderly Guard
1745,Smithers's Brain
1746,SUPER-VILLAIN
1747,Teenage Employee
1748,Pigeon
1749,Police Dispatcher
1750,Old Board Member
1752,Scoutmaster
1753,Different Announcers
1754,Casting Lady
1755,Teamster
1756,Dialogue Coach
1758,Movie Prop Guy
1759,Estonian Dwarf
1760,Prop Guy
1761,Editor
1762,Spirograph Man
1763,Mickey Rooney
1764,Helicopter Pilot
1765,SHALLOW-LOOKING HOLLYWOODITE
1766,Bentley Salesman
1767,Head Lice
1768,Bully Girls
1769,Old Mafia Guy
1771,Officer Noble
1772,FROM SPEAKER
1773,Father In Burlap Sack
1774,Crow
1775,Pre-Teen Hibbert Kid
1776,Little Hibbert Girl
1777,Teenage Hibbert Boy
1778,Barney-Shaped Form
1779,Jinglers
1780,SHERRI/TERRI/THEIR SOULS
1781,NELSON/HIS SOUL
1782,MARTIN'S SOUL
1783,Unctuous Waiter
1784,Figure
1785,SHERRI/TERRI
1786,VERY CUTE LITTLE GIRL
1787,Raving Derelict
1788,Nana Van Houten
1789,Wolf
1790,Pigs
1791,Papa Bear
1792,Mama Bear
1793,Baby Bear
1794,Mother Goose
1795,100 Flanderses
1796,Jose Flanders
1797,Thistlewick Flanders
1798,Lamb
1799,MS. HOOVER
1800,Worm
1801,Child Voice
1802,Linda McCartney
1803,Paul McCartney
1804,Lard Lad
1805,College Students
1806,Store Owner
1807,Mr. Van Brunt
1808,Paul Anka
1809,Kindergarten Kids
1810,All Parents
1811,Homer's Mouth
1812,Muscular Guy
1813,Glamorous Woman
1814,Rugged Man
1815,Moviegoer
1816,Ice Cream Man
1817,Worker #3
1818,Line Man
1819,County Clerk
1820,Grave-digger
1821,Howard Cosell
1822,Protestors
1823,Student Wiggum
1824,Dennis Hopper
1825,Postal Clerk
1826,Postal Clerk #2
1827,Van Driver
1828,Enraged Prisoner
1829,Teenage Girl
1830,Tv Audience
1831,AIRMAN AT THE GATE
1832,Very Normal Prisoner
1833,Another Prisoner
1834,Airman Tour Guide
1835,M.P.
1836,ENTIRE AUDIENCE
1837,Loudspeaker
1838,Airman At Gate
1839,Airman With Pistol
1840,Airman In Tank
1841,Matt Groening
1842,Network Executive #1
1843,Network Executive #2
1751,Producer
1844,Supervillain
1845,Bont
1846,Indian Woman
1847,Bare-chested Man
1848,Richard Simmons Robot
1849,Carolers
1850,Rich Suburban Mom
1851,SPOILED LITTLE BOY
1852,Gavin
1853,Mario
1854,"""Mario"" #2"
1855,Donkey Kong
1856,Lee Carvallo
1857,Sonic the Hedgehog
1859,Answering Machine
1860,Mangy Santa
1861,Quimby #2
1862,Quimbys
1863,Bowling Clerk
1864,Nurselady Doris
1865,Sportscaster #2
1866,Guy In Crowd
1869,GEORGE BUSH & FLANDERS
1870,Teenage Kid
1871,HOMER AND BART
1872,Elks
1873,GORBACHEV
1874,Gerald Ford
1877,Simpsons
1878,Women
1879,Dorothy Parker-ish Socialite
1880,Patricia
1881,Roberta
1882,Brittany Brockman
1883,Tom Kite
1884,Saleslady
1885,Mr. Dewey
1886,Bank Employee
1887,Teller #2
1888,Cayman Islands Bank Guy
1889,Chief Agent
1890,2ND IRS AGENT
1891,Phone Bid Taker
1892,Man's Voice
1893,Bob Newhart
1894,GLOBAL POSITIONING SYSTEM
1895,Pioneers
1896,Troy-jebediah
1897,Fatherly Pioneer
1898,Mechanical Voice
1900,Committee Members
1901,Sprüngfeld
1902,Betsy Ross
1903,Corporate Type
1904,Skull
1905,Sharpshooter
1906,Employees
1907,Mrs. Burns
1908,Middle-aged Man
1909,Brinkley
1910,Suzanne Somers
1913,Courtroom Spectators
1914,Amendment
1915,Congressman
1916,Mob Of Amendments
1917,Crazy Amendment
1918,Lester
1919,Miss Piggy
1920,Sir Kermit
1921,Paparazzo
1922,PHONE VOICE
1924,Diners
1925,Obnoxious Diner
1926,TROY/ONSCREEN TROY
1927,Male Co-host
1928,Female Co-host
1929,Ape
1930,Ape #2
1931,Chorus Of Ape Elders
1932,Ape Nurse
1933,Dr. Zaius
1934,Jub-Jub
1935,Ticketing Agent
1936,Crackerman
1937,Other Traders
1938,Angry Dad
1939,Deranged-looking Hitchhiker
1940,Andy Williams
1941,Commanding-voiced Man
1942,Proprietor
1943,Al Gore Doll
1944,Pawn Shop Clerk
1945,Chinese Doctor
1946,Oak Ridge Engineer
1947,Review Board Members
1948,Review Board Chairman
1875,Brandine Del Roy
1899,HURLBUT
1867,Disco Stu
1911,Chester Lampwick
1923,Macarthur Parker
1858,Detective
1876,Evelyn
1949,Señora Bumblebee Man
1950,Twangy Singers
1951,Very Tall Man
1952,Grampa Van Houten
1953,Judge Grandfather
1954,VIDAL
1955,Voice On Intercom
1956,Phony Homer
1957,Phony Marge
1958,Iggy Wiggum
1959,Sheldon Skinner
1960,Arnie Gumble
1961,Ox
1962,Platoon
1963,Etch
1964,ROD/TODD
1965,State Dept. Man #1
1966,State Dept. Man #2
1967,Von Wörtzenburger
1968,VON WÖRTZENURGER
1969,GREAT GRAMPA
1970,Great Grampa Simpson
1971,GREAT GRAMMA SIMPSON
1972,Apu's Father
1973,Apu's Mother
1974,Young Apu
1976,Young Frink
1977,Tom Cruise
1978,Nicole Kidman
1979,I.N.S. AGENT
1980,Radio
1981,Sales Teen
1982,First Cool Guy
1983,All Other Guys
1984,Second Girl
1985,Ticket
1986,Blockhead
1987,B-Real
1988,Sales Kid
1989,Sour Kid
1990,Many Kids
1991,Sour Kid #2
1992,Sour Girl
1993,Peter Frampton
1994,Billy Corgan
1995,Sonic Youth
1996,Cypress Hill
1997,Smashing Pumpkins
1998,First Gen-x Kid
1999,Second Gen-x Kid
2001,Jimmy Chamberlin
2002,James Iha
2003,DJ Muggs
2004,London Orchestra Guy
2005,FRAMPTON'S GUITAR
2006,Otto's Left Shoe
2007,Otto's Right Shoe
2008,Thurston Moore
2009,Steve Shelley
2010,Lee Ranaldo
2011,Kim Gordon
2012,Sen-Dog
2013,Ice Cream Truck Supervisor
2014,Nerdy Girl
2015,OTHER NERDY GIRL
2016,Pippi Longstocking
2017,Eustace Tilley
2018,Alice
2019,COOL KID VOICE
2020,COOL GIRL VOICE
2021,Rick
2022,Erin
2023,Apu II
2024,Something
2025,"Hulking, Shambling Figure"
2026,Hugo
2027,Prof. Mini-Frink
2028,Notable
2029,Fat Man
2030,Dole
2031,Committee Staff
2032,Clinton
2033,KODOS-CLINTON
2034,KANG-DOLE
2035,Spokesman
2036,SECRET SERVICEMAN
2037,Man In Crowd
2038,Alien Crier
2039,Businesswoman
2041,Technicians
2042,Student In Sunglasses
2043,Milhouse
2044,Mr. Doyle
2045,Leg-up Kid
2046,2nd Leg-up Kid
2047,3RD LEG-UP KID
2048,Leg-up Teacher
2049,Rest Of Class
2050,Mrs. Owl
2051,U.N. Member
2052,2nd U.N. Member
2053,Jumpsuited Guy
3001,Duncan
2040,Hank Scorpio
2000,D'arcy
2054,Record/children
2055,Computer
2056,Messenger
2057,Mall Announcer
2058,Indian #1
2059,Indian #2
2060,Microchip Voice
2061,Jimbo's Dad
2062,Dolph's Dad
2063,Kearney's Dad
2064,LUCIUS
2066,Prisoners
2067,Questioner #1
2068,Questioner #2
2069,Questioner #3
2070,PAROLE BOARD MEMBERS
2071,T-shirt Vendor
2072,Michael Buffer
2073,Fan Man
2074,Park Ranger
2075,Tour Group
2076,Old Preppie
2077,Willy Loman
2078,Wealthy Dowager
2079,Male Admissions Officer
2080,Female Admissions Officer
2081,Costume Shop Clerk
2082,Child's Voice
2083,Simulated Homer
2084,Starlet
2085,Sports Announcer
2086,Dancer #1
2088,Rusty
2089,Bernice Hibbert
2090,Dancer #2
2091,BELLE/DANCERS
2092,Townsmen Chorus
2093,Marge's Dummy
2094,Hibbert Family
2095,"Kearney, Jr."
2096,Single Man
2097,Cracker Executive
2098,Chase
2099,Starla
2100,Flashback Homer
2101,Flashback Marge
2102,COMBO FRONTMAN
2103,Bandmembers
2104,Homer's Recording
2105,Milhouse's Thoughts
2106,Paramedic
2107,Nelson's Brain
2108,National Guardsman
2109,Main Title Singers
2110,Prison Officials
2111,Citizens
2112,Older Nurse
2114,Young Ned
2115,Young Dr. Foster
2116,"Nedward Flanders, Sr."
2117,Mona Flanders
2118,Crazy Man
2119,Jay Sherman
2120,Various Onlookers
2121,Coyote
2122,Furniture Salesman
2123,First Mate
2124,Leonard Nimoy
2125,Video Arcade Man
2126,Kevin Costner Voice
2127,Guilty Man
2128,Fox Mulder
2129,Dana Scully
2130,Alf
2131,MARVIN-THE-MARTIAN-TYPE
2132,Whale
2133,Frog #1
2134,Frog #2
2135,Frog #3
2136,alligator
2137,Hot Dog Stand Guy
2138,SMITHERS'
2139,NICK RIVIERA
2140,Motivational Man
2141,Picture Man
2142,Pita Saleswoman
2143,Investorettes
2144,Frank Ormand
2145,1st Sportscaster
2146,Entire Stadium
2147,2nd Sportscaster
2148,Mobster
2149,Little Yakuza
2150,Yakuza
2151,1st Panicked Employee
2152,2nd Panicked Employee
2153,Ranger
2154,Smokey Bear
2155,Smithers's Echo
2156,John Muir
2157,Drunk Man
2158,McFadden
2113,Dr. Foster
2087,Belle
2159,Mr. Burns's Thoughts
2160,Family
2161,FORD
2162,Older Woman
2163,Elderly Woman
2164,Nanny
2166,Fidgety Lieutenant
2167,Quentin Tarantino
2168,Moderator
2169,Writer #1
2170,Writer #3
2171,Writing Staff
2172,Head Animator
2173,Roy
2174,David Cohen
2175,Sound Engineer
2176,June
2177,Nerd In Audience
2178,Theme Singers
2179,Very Deep Voice
2180,Poochie
2181,Hip Saleswoman
2182,100 Workers
2183,Buffed Worker
2184,Worker In Crowd
2185,Convicts
2186,Fat Convict
2188,Sideshow Bob's Brain
2189,1986 Cecil
2190,1986 BOB
2191,1986 Krusty
2192,EVERYONE BUT BOB AND CECIL
2193,Cousin Merl
2194,Man In Lower Outhouse
2195,Comedy Nurse
2196,Distressed Yuppie
2197,Young Italian Man #1
2198,Limo Driver
2199,Emergency Operator
2200,Irish Cops
2201,Drunken Revelers
2202,Shocked Old Woman
2203,Bar Crowd
2204,Temperance Women
2205,Very Old Clerk
2206,Councilmen
2207,Head Of Duff
2208,Quimby's Aide
2210,"HOMER, MARGE AND BART"
2211,Helpful Clerk
2212,Voice In Crowd
2213,Magician
2214,Cafeteria Worker
2215,Computerized Japanese Voice
2216,Laddie
2217,Credit Representative
2218,Repo Goon #2
2219,Heiress
2220,Lumley
2221,Distant Voice
2222,FIRE-STOKER
2223,Tommy
2224,Mitchell
2225,Stockbroker
2226,ADVISORS & SMITHERS
2227,Real Estate Agent
2228,"Bret ""The Hitman"" Hart"
2229,Shrieking Sheik
2230,Activity Coordinator
2231,Female Resident
2232,Male Resident
2233,Several Residents
2234,Hospital Intercom
2235,Test Blast Announcer
2236,Nearby Patient
2237,P.A. SYSTEM
2238,Young Flanders
2239,Young Lovejoy
2240,Japanese Worker #1
2241,St. Eleutherius
2242,St. Bartholomew
2243,St. Lucian
2244,St. Donickus
2245,Japanese Businessman
2246,Mr. Sparkle
2247,UNDERWATER GIRLS #1 & #2
2248,UNDERWATER GIRL #3
2249,Sumo Wrestlers
2250,Japanese Announcer
2251,Donny
2252,Baboon
2253,Japanese Tourist
2254,Zookeeper
2255,Baboons
2257,City Employee
2258,Portly Chef
2259,Big Daddy
2260,Scary Huge-headed Figure
2261,Betty
2187,Cecil Terwilliger
2165,SHARY
2209,Rex Banner
2262,BETTY & MOE
2263,MOE & BETTY
2264,Tim Conway
2265,Ozmodiar
2266,OSMODIAR AND TROY
2267,Adlai Stevenson
2268,Parrots
2270,Cadet
2271,Cadet Larsen
2272,Cadet Franklin
2273,Cadet Platt
2274,Cadets
2275,CADET ANDERSEN
2276,Cadet Anderson
2278,Cheerleaders
2279,Hasidic Man
2280,Immigrants
2281,OFFICE WORKER IN TOWER ONE
2282,OFFICE WORKER IN TOWER TWO
2283,Undershirt Guy
2284,Dmv Recording
2285,Gruff Voice
2286,Crazy Guy
2287,Fireworks Vendor
2288,Society Matron
2289,Alfred E. Neuman
2290,Angry Cab Driver
2291,Bike Messenger
2292,Song On Radio
2293,Jury Member #1
2294,Jury Member #2
2295,Jury Chorus
2296,Mr. Cleary
2297,Staff/patients
2298,Construction Worker
2299,Picnickers
2300,Carriage Driver
2301,Student Choir
2302,Stranger
2305,Young Armin
2306,Frog
2307,Krusty
2308,Asian Boy
2309,Young Barney
2310,Little Girls
2311,Headmistress
2312,Man At Bar
2313,French President
2314,Mutant Sideshow Mel
2315,Mutant Dr. Hibbert
2316,Mutant Moe
2317,Mutant Skinner
2318,Mutant Burns
2319,Mutant Lenny
2320,Mutants
2321,Mutant Wiggum
2322,MUTANT FLANDERS
2323,MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM
2324,Creature
2325,Fly-head
2326,Governor Quimby
2327,Constable Wiggum
2328,Goodman Skinner
2329,Goodman Flanders
2330,Pastor Lovejoy
2331,Goodman Moe
2332,Goody Krabappel
2333,Goodman Lenny
2334,Snowman Eddie
2335,Princess Lou
2336,Goody Maude
2337,Pelé
2338,Foreign Announcer
2339,Soccer Hooligans
2340,Soccer Hooligan
2341,Security Salesman
2342,Gun Clerk
2343,Hooker
2344,Muffled Voice
2345,Team
2346,Roy Firestone
2347,Teenage Smithers
2348,MIDDLE-AGE GRAMPA
2349,Teenage Lenny
2351,Joe Namath
2352,Other Players
2353,HANK
2354,Female Voices
2355,Female Crowd Members
2356,Manjula's Mother
2357,Siegfried
2358,Guests
2359,Ganesh
2360,Burly Guest
2361,Indian Singers
2362,Mall Executive
2363,Pr Man
2364,Caveman
2365,Stephen Jay Gould
2277,Duffman
2304,Armin
2269,Commandant
2303,Sgt. Skinner
2366,SOUTH AMERICAN BIDDER
2367,Johnny D
2368,City Clerk
2370,Cookie
2371,Assorted Agents
2372,Lionel Hutz's Head
2373,Female Victim
2374,Other Realtors
2375,Dove
2376,Shopper
2377,Cheerleader
2378,Toy
2379,Patches
2380,Poor Violet
2381,Sullen Teen
2382,Sean
2383,Alex Trebek
2384,Goon #1
2385,Hombre
2386,Clint Eastwood
2387,Townspeople Chorus
2388,Lee Marvin
2389,Female Chorus
2390,SECOND FEMALE CHORUS
2391,Kids On Ride
2392,Carny
2393,Dracula Voice
2394,Maintenance Man
2395,Game Announcer
2397,Spud
2398,Performer
2399,Camel
2400,Fantastic Dan
2401,Passengers
2402,Hari Krishna
2403,Christian
2404,Jane
2406,Movementarians
2407,Don
2408,Homer's Stomach
2409,Homer's Feet
2410,Leader
2411,THE LEADER
2412,Noah
2413,Singing Children
2414,Chinese Sailor #1
2415,Chinese Sailor #2
2416,Bill Gates
2417,James Earl Jones
2418,Volunteer
2419,Steven Wright
2420,Bobcat Goldthwaite
2421,JANEANE
2422,Bruce Baum
2423,COMPUTER ON STOOL
2424,Comics
2425,Mr. Teeny
2426,Businessman #1
2427,Businessman #2
2428,Jay Leno
2429,HANK WILLIAMS JR.
2431,Republican Candidate
2432,Drunken Cop
2433,Photographer Cop
2434,Homer's Voice
2435,GHOSTLY HOMER
2436,Square Guy
2437,Station Manager
2438,Great Uncle Chet
2439,Well-dressed Relative
2440,Relative #1
2441,Relative #2
2442,Relative #3
2443,Relative #4
2444,Relative #5
2445,Dr. Simpson
2446,Simpson Woman #1
2447,Simpson Woman #2
2448,Simpson Woman #3
2449,Nerdy Kids
2450,Female Computer
2451,Bullies
2452,Elderly Night Watchman
2453,Leprechaun
2454,General Donut
2455,Donuts
2456,Roddy McDonut
2457,Big Donut
2458,Big Hand Guy
2459,Naval Announcer
2460,Recruiting Officer
2461,Asian Man
2462,Drill Instructor
2463,Barney's Mom
2464,Head Chef
2465,Head Instructor
2466,WORLD WAR I RECREATIONISTS
2467,Other Kids
2468,Bob Denver
2469,Captain Tenille
2470,Female Ensign
2471,Enemy Crewperson
2396,Cooder
2405,Glen
2430,Renee
2472,Enemy Captain
2473,Asian Ensign
2474,Hick
2475,Russian Ambassador
2476,U.S. Ambassador
2477,Lenin
2478,Sonar Operator
2479,AIRCRAFT CARRIER CAPTAIN
2480,Thought Bubble Moe
2481,Thought Bubble Bart
2482,Penguins
2483,Admiral #1
2484,Admiral #3
2485,Admiral #4
2486,Janitor
2487,Myron
2488,Agent Miller
2489,Lucius Sweet
2490,Mission Impossible Voice
2491,Truman
2492,British Official
2493,Spanish Official
2494,French Official
2495,Customs Official
2496,Street Vendor
2497,Castro
2498,Cuban Officials
2499,Cuban Undersecretary
2500,Agency Clerk
2501,Mojo
2502,Cat Lady
2503,Computer Voice
2504,Head Chocobot
2505,Major Nougat
2506,All Chocobots
2507,Young Exec
2508,Older Exec
2509,Female Exec
2510,Other Executives
2511,Garbage Man #1
2512,Garbage Man #2
2514,Paul
2515,Susie
2516,Bono
2517,The Edge
2518,Adam Clayton
2519,Security Guys
2520,A Few People
2521,Giant-nosed Man
2522,Garbage Men
2523,U2
2524,Oskar
2525,Union Leader
2526,Second Indian
2527,First Indian
2528,Commie Nazi
2529,Other Team
2530,Muscular Man
2531,Sherpa #1
2532,Sherpa #2
2533,Sherpas
2534,Geese
2535,Faucet-head Kid's Mother
2536,Soldier
2537,Russian Man #1
2538,Russian Man #2
2539,HOMER'S VOICE MAIL
2540,FISH-HAG
2541,Telephone Repairman
2542,Bridge Operator
2543,Cow
2544,Studio Audience
2545,Pirate Captain
2546,Pirate #1
2547,Ilsa
2548,Golf Course Crowd
2549,Minister
2550,Stadium Announcer
2551,Stadium Crowd
2552,Kicker
2554,Thug #1
2555,Thug #2
2556,Cardinal Flanders
2557,President Lenny
2558,Heckle
2559,Jeckle
2560,Passerby
2561,Edison's Ghost
2562,Visitor
2563,Female Visitor
2564,Eagle
2565,Toucan
2566,Vulture
2567,Birds
2568,Library Lady Tress
2569,Birders
2570,Ed McMahon
2571,Regis Philbin
2572,KATHIE LEE
2573,Jerry Springer
2574,Woman In Audience
2575,Homie Bear
2576,BART BART
2577,Ranger Ned
2579,Alec Baldwin
2578,Kim Basinger
2553,Alex
2581,Gentleman
2582,ALEC/KIM
2583,ALEC/KIM/RON
2584,STUDIO EXECUTIVE
2585,Seth
2586,Munchie
2587,Middle-aged Grampa
2588,Young Mona
2589,Young Munchie
2590,Young Seth
2591,Hippie Girl #1
2592,Hippie Girl #2
2593,Ginsberg
2594,Jill St. John
2595,Phyllis Diller
2596,Sarah Ferguson
2597,Skeleton
2598,Lips
2599,Range-rover Mom
2600,Lobster Clerk
2601,Documentary Narrator
2602,Taskmaster
2603,Mr. Toad
2604,President Of Harvard
2605,Comptroller Atkins
2606,REAL COMPT. ATKINS
2607,Robot Cowboy #1
2608,Robot Cowboy #2
2609,Robot Cowboy #3
2610,Curly
2611,Old Curly
2612,3-Year-Old Homer
2613,Admitting Nurse
2614,Taffy Shop Clerk
2615,Sad-looking Frenchman
2616,Man In Dinner Jacket
2617,British Raj Man
2618,Woman In Wedding Dress
2619,Caribbean Outcast
2620,Son
2621,Young Woman
2622,Hideous Alien #1
2623,Hideous Alien #2
2624,C-3PO
2625,Chewbacca
2626,Neil Armstrong
2627,Dr. Smith
2628,Nerdy Young Woman
2629,Crowd Of Nerds
2631,Ernie
2632,Big Tom
2633,Leavelle
2634,Gangsters/molls
2635,Theater Owner
2636,Demolition Foreman
2637,Don Rickles
2638,Car Wash Employee
2639,Babe
2640,Samoan Attorney
2641,Hunter S. Thompson
2642,Joan Rivers
2643,LANCE
2644,Pit Boss
2645,WAITRESS #1
2646,Ginger
2647,Tiger
2648,Graeme Edge
2649,Justin Hayward
2650,John Lodge
2651,Ray Thomas
2652,VULTURES
2653,Cyndi Lauper
2654,Dennis Conroy
2655,WHINY TWENTYSOMETHING GUY
2656,SASSY TWENTYSOMETHING GAL
2657,Wacky Friend
2658,Deep-voiced Announcer
2659,Higher Nasal Announcer
2661,Craggy Farmer
2662,Creepy English Boy #2
2663,Creepy English Girl #1
2664,Constable
2665,Creepy English Girl #2
2666,Townsfolk
2667,Pyro
2668,Adults
2669,Postmaster Bill
2670,Man In Military Uniform
2671,Government Official
2672,Mailman #1
2673,Mailman #2
2674,Mailman #3
2676,Guys
2677,Rudy
2678,Rosey Grier
2679,Old Player
2680,Little Guy
2681,Troy Aikman
2682,Dan Marino
2683,Man Next To Dan
2660,Mrs. Muntz
2630,Mark Hamill
2580,Ron Howard
2684,Male Voice
2685,Vincent Price
2686,Ticket Scalper
2687,Pat Summerall
2688,John Madden
2689,Dolly Parton
2690,Rupert Murdoch
2691,Enchanted Policemen
2692,Football Players
2693,Reporter #4
2694,Linemen
2695,JODY PRICE
2696,Archie Bunker
2697,Bad Flanders
2698,Lieutenant
2699,Commander
2700,Bank Robber #1
2701,Bank Robber #2
2702,POLICECOP #2
2703,POLICECOP #1
2704,Banker
2705,DETECTIVE HOMER SIMPSON
2706,2nd Producer
2707,3rd Producer
2708,4th Producer
2709,5th Producer
2711,TRENT
2712,Valet
2713,Guest #1
2714,"Ed Begley, Jr."
2715,Lorne Michaels
2716,Guest #2
2717,Bald Eagle
2718,Police Car
2719,MACAW
2720,Crewman
2721,Elton John
2722,Female S.U.V. Voice
2723,Sergeant Crew
2724,Astronaut In Space Suit
2725,Curtis E. Bear
2726,Lemur
2727,Australian Gamekeeper
2728,Workmen
2729,Omnitouch Rep
2730,Security Guard #2
2731,New Age Clerk
2732,Deep Male Voice
2733,Repo Man #1
2734,Repo Man #2
2735,RED
2736,Cow #1
2737,Red's Friend #1
2738,Red's Friend #2
2739,ABBA
2740,Missionary #1
2741,Missionary #2
2742,Old Lady
2743,Tourist #1
2744,Trucker #3
2745,Various Truckers
2746,Trucker #5
2747,Trucker #4
2748,Navitron Auto-drive
2749,Truckers
2750,Señor Ding-Dong
2751,Gopher
2752,Unicorn
2753,Slavedriver Willie
2754,Pharaoh Skinner
2755,BURNING BUSH
2756,Moses/milhouse
2757,LISA & MOSES/MILHOUSE
2758,Egyptians
2759,Methuselah Grampa
2760,Goliath/nelson
2761,Sheep
2762,Teen
2763,Tv Handyman
2764,HANDYMAN
2765,Astrid Weller
2766,Jasper Johns
2767,Human Proportions Guy
2768,Cubist Musician
2769,Andy Warhol
2770,Burn Victims
2771,French Representative
2772,Ioc Chairman
2773,Russian Representative
2774,Latin Representative
2775,OTHER REPRESENTATIVES
2776,JAPANESE REPRESENTATIVE
2777,Olympic Representatives
2778,Swiss Representative
2779,Seniors
2780,Sweet Elderly Lady
2781,Scarlett
2782,Rhett
2783,Other Seniors
2784,Native-american Man
2785,Jack LaLanne
2786,Male Host
2787,Appraiser
3108,SATAN
2788,Everyone In Store
2789,Kevin Costner
2790,PEOPLE
2791,Arthur Fortune
2792,Conga Line
2793,PEDESTRIANS
2794,Crickets
2795,Jerry Rude
2796,Local
2797,3rd Local
2798,Loch Ness Monster
2799,Commercial Anncr
