id,normalized_name
1571,santa village
1572,road to springfield
1573,springfield penitentiary chapel
1574,cecil brownstone apartment
1575,springfield river gorge
1576,springfield dam site
1577,construction trailer
1578,terwilliger apartment
1579,dam site
1580,dam
1581,water-filled drainpipe
1582,water pipe
1583,top of dam
1584,dam overlook
1585,center of dam
1586,observation post
1587,tv room
1588,south street squidport
1589,dr nick rivera walk-in clinic
1590,hibbert home
1591,springfield city dump
1592,duff bottling plant
1593,moe pet shop
1594,city dump
1595,dump
1596,rear of bowling alley
1597,underground cross-section
1598,atmospheric diner
1599,superstore
1600,martin back yard
1601,martin birthday party
1602,martin playhouse
1603,channel six newsroom
1604,springfield pine barrens
1605,springfield dog park
1606,repo depot
1607,modest springfield house
1608,mitchell house
1609,street in front of mitchell house
1610,uriah heap recycling center
1611,burns former office
1612,apartment bldg
1613,city bus
1614,springfield bay
1615,recycling center
1616,recycling plant
1617,lil lisa recycling plant
1618,residential street
1619,springfield dump
1620,lovejoy kitchen
1621,lovejoy basement
1622,eiffel tower
1623,mr sparkle detergent factory
1624,lonely highway
1625,donny discount gas
1626,springfield zoo
1627,elsewhere in the zoo
1628,baboon county usa
1629,35 industry way
1630,bart factory
1631,cajun restaurant
1632,new orleans
1633,bourbon street
1634,bayou
1635,another part of the bayou
1636,museum of tv and television
1637,french restaurant
1638,men room
1639,broadcast booth
1640,variety show sound stage
1641,50 ice cream parlor
1642,comroo
1643,rommelwood military academy
1644,military academy
1645,barracks
1646,back on the firing range
1647,42nd street between 8th and 7th - 70s
1648,lincoln tunnel
1649,new york city
1650,terminal
1651,world trade center plaza
1652,crown of statue
1653,immigrant ship
1654,center of world trade center plaza
1655,subway car
1656,another subway car
1657,chinatown street
1658,world trade center tower lobby
1659,observation deck
1660,world trade center tower
1661,across the street
1662,office building hallway
1663,mad reception area
1664,midtown avenue
1665,times square
1666,midtown street
1667,central park
1668,george washington bridge
1669,faculty lounge
1670,storage facility
1671,armin bare seedy apartment
1672,railroad station
1673,door
1674,dr pryor office
1675,preschool
1676,springfield private preschool
1677,king toot window
1678,army surplus store
1679,paris france
1680,french military base
1681,french missile room
1682,paris street
1683,alien planet
1684,alien command center
1685,professor frink house
1686,town meeting house
1687,sprynge-fielde gorge
1688,witch cave
1689,wiggum house
1690,gun shop
1691,gun store
1692,meeting hall
1693,nra meeting
1694,sporting goods store
1696,springfield pee wee football field
1697,springfield football field
1698,apu car
1699,air india terminal
1700,museum of natural history
1701,church basement
1702,municipal court
1703,hilltop
1704,vatican
1705,mall entrance
1706,impound yard
1707,city hall corridor
1708,test room
1709,real estate office
1710,run-down house
1711,small house
1712,murder house
1713,unemployment office
1714,kliff kar chalet
1715,springfield tv store
1716,jeopardy studio
1717,screamatorium
1718,hitler car
1719,glass bottomed boat
1720,airport terminal
1721,airport tarmac
1722,movementarian compound
1723,movementarian school
1724,movementarian day care center
1725,springfield fire department
1726,underwater
1727,cave
1728,shoe store
1729,springfield amphitheater
1730,coffee house
1731,stu disco
1732,party ship
1733,springfield outskirts
1734,drive-in movie
1735,drive-in
1736,railroad crossing
1737,cliff overlooking springfield harbor
1738,mid-air
1739,art gallery
1740,channel six
1741,control booth
1742,knowledgeum
1743,sex-education pavilion
1744,toy store
1745,abandoned prison
1746,morningwood penitentiary
1747,primitive amphitheater
1748,naval reserve recruiting office
1749,naval reserves recruiting office
1750,back room of moe
1751,navy barber shop
1752,pier
1753,legion hall
1754,american legion hall
1755,piercing store
1756,port springfield
1757,submarine dock
1758,submarine
1759,officer mess
1760,torpedo room
1761,enemy sub
1762,ss jebediah
1763,sub
1764,ocean floor
1765,ss jebediah bridge
1766,general assembly
1767,us aircraft carrier
1768,engine room
1769,submarine hallway
1770,pacific ocean
1771,naval courtroom
1772,flanders kitchen
1773,irs office
1774,irs waiting room
1775,irs interrogation room
1776,french airport
1777,burns bearcat
1778,airfield
1779,aircraft hangar
1780,10000 feet over the gulf of mexico
1781,burns plane
1782,government jet
1783,havana international airport
1784,havana
1785,presidential palace
1786,castro private office
1787,tv station
1788,animal assistants
1789,channel 6 news studio
1790,brockman house
1791,ramshackle house
1792,railroad tracks
1793,donut shop
1794,department store
1795,sanitation commissioner office
1796,city clerk office
1797,garbage truck parking area
1798,suburban street
1799,wiggum dining room
1800,homer office
1801,cliff above abandoned mine entrance
1802,flanders back yard
1803,cletus outhouse
1804,jet
1805,flag zone
1806,base of the murderhorn
1807,power sauce corp
1808,yuk-ingham palace
1809,deserted area
1810,russian neighborhood
1811,springsonian museum
1812,steep road
1813,operator booth
1814,egyptian exhibit room
1815,theme restaurant
1816,barn
1817,bed and breakfast
1818,mini-golf course
1819,windmill
1820,suburban neighborhood
1821,someone back yard
1822,sky above springfield
1823,crystal cathedral
1824,football stadium
1825,dingo junction
1826,nurse office
1827,vent
1828,ventilation duct
1829,kbbl radio station
1830,frink house
1831,museum entrance
1832,edison laboratory
1833,eerily-lit courtroom
1834,municipal building
1835,office door
1836,itchy house
1837,itchy scratchy street scene
1838,flying saucer
1839,grassy area
1840,alec and kim house
1841,winnebago
1842,twentieth century fox studios
1843,fox executive office
1844,farm land
1845,groovy grove natural farm
1846,eatie gourmet
1847,hallway outside boy bathroom
1848,springfield public beach
1849,ghost town
1850,bloodbath gulch
1851,train tracks
1852,waterfront
1853,clothing store
1854,tramp steamer
1855,bodyguard school
1856,mayor mansion
1857,springfield dinner theater
1858,dinner theater
1859,las vegas strip
1860,surveillance room above roulette table
1861,roman empire theme bar - later
1862,casino dining room
1863,casino lobby
1864,nevada state line
1865,desert - later
1866,springfield memorial stadium
1867,playing field
1868,right field bleachers
1869,drive-in theater
1870,fence outside drive-in
1871,wiggum billboard
1872,krabappel kitchen
1873,government surveillance room
1874,tire store
1875,tire store waiting room
1876,springfield travel agency
1877,stadium parking lot
1878,sky box
1879,tv production company
1880,costington
1881,dress shirt counter
1882,garden party
1883,springfield forest
1884,apt building
1885,tiffany
1886,springfield waterfront
1887,car dealership
1888,wild animal park
1889,porta-john
1890,porta-john continuous
1891,canyonero
1892,pj oharrigan
1893,two-lane highway
1894,medical building
1895,new age store
1896,lisa tank
1897,homer tank
1898,repo truck
1899,underground
1900,springfield beach
1901,slaughterhouse
1902,red truck
1903,door store
1904,truck stop
1905,roadside market
1906,homer truck
1907,georgia highway
1908,truck depot
1909,garden of eden
1910,outside the garden of eden
1911,ancient construction site
1912,pharaoh construction tent
1913,pharaoh tent
1914,great pyramid
1915,great pyramid entrance
1916,red sea
1917,toilets
1918,other side of the red sea
1919,solomon temple
1920,jerusalem royal palace
1921,jerusalem
1922,palestinian countryside
1923,tower of babel
1924,base of tower
1925,mom pop hardware
1926,gallery
1927,international olympic committee building
1928,international olympic committee office
1929,tour boat
1930,yacht
1931,megastore
1932,supermegastore
1933,roof of building in downtown springfield
1934,base of building
1935,scotland
1936,loch ness
1937,loch
1938,las vegas casino
1939,euclid street
1940,mensa house
1941,cyber cafe
1942,the java server
1943,33 cent store
1944,plane
1945,tokyo skyline
1946,tokyo hotel
1947,simpson hotel room
1948,downtown tokyo
1949,tokyo
1950,americatown restaurant
1951,tokyo fruit stand
1952,tokyo street
1953,sumo stadium
1954,elegant tea room
1955,american embassy
1956,fish gutting factory
1957,gameshow set
1958,tokyo tower
1959,rim of volcano
1960,volcano
1961,electric car
1962,theater lobby
1963,private jet
1964,movie studio
1965,mini-van
1966,mel gibson office
1967,hollywood
1968,beverly hills
1969,screening room
1970,street outside studio
1971,hollywood automobile museum
1972,hollywood blvd
1973,mercedes
1974,road warrior car
1975,principal office
1976,drug company
1977,street on outskirts of town
1978,army barracks
1979,another street
1980,springfield shopper
1981,newspaper press room
1982,press room
1983,newspaper
2366,clinic
1984,planet springfield restaurant
1985,rotating restaurant
1986,taste of springfield festival
1987,taste of springfield
1988,coastal road
1989,simpsons front yard
1990,high tech building
1991,spaceship launch area
1992,spaceships on launch pad
1993,googol-plex
1994,theater door
1995,outside front door
1996,behind farmhouse
1997,feed store
1998,farm
1999,roadside stand
2000,lavatory
2001,road in front of simpson farm
2002,springfield squares gameshow set
2003,springfield state building
2004,springfield trade center
2005,underground chamber
2006,springfield ymca
2007,ikea-type store
2008,sh_p
2009,showroom
2010,shop
2011,lookout point
2012,greaser cafe
2013,gang camp
2014,poppa wheelie
2015,rural gas station
2016,room behind chalkboard
2017,research room
2018,suburban living room
2019,corporate park
2020,kid first industries
2021,lindsey naegle office
2022,springfield tire fire
2023,moe apartment
2024,funeral home
2025,itchy apartment
2026,ski resort
2027,ski area
2028,ski lodge
2029,marge hospital room
2030,springfield presbyterian hospital
2031,leper colony
2032,electric needle room
2033,college hall
2034,campus security headquarters
2035,dean peterson house
2036,ditch
2037,brother faith revival meeting
2038,brother faith revival tent
2039,revival tent
2040,bart revival tent
2041,bart tent
2042,announcer booth
2043,mayo clinic
2044,burns yacht
2045,state fair
2046,state fairgrounds
2047,bandshell
2048,grandstand
2049,race track
2050,starting gate
2051,betting line
2052,jockey room
2053,jockey lair
2054,wilderness area
2055,infield
2056,clay babcock race car
2057,rod and todd room
2058,sidewalk near flanders house
2059,video dating service office
2060,expensive restaurant
2061,duck pond
2062,springfield public tv studio
2063,prop-plane
2064,tropical island
2065,fox tv pledge drive studio
2066,forest preserve
2067,duff days entrance
2068,duff days
2069,tipsy-whirl ride
2070,duff days designated drivers zone
2071,duff days fair grounds
2072,doctor office
2073,it never ends set
2074,moe dressing room
2075,director booth
2076,soap opera set
2077,indian casino
2745,juvie
2078,beach bungalow
2079,simpson house of the future
2080,nelson crab-shack
2081,pennsylvania avenue
2082,white house lawn
2083,oval office
2084,camp david
2085,banquet room
2086,casino manager office
2087,springfield business district
2088,polynesian restaurant
2089,office building
2090,aa meeting
2091,helicopter flight school
2092,florida
2093,swamp
2094,southern countryside
2095,highway construction area
2096,gardens in front of courthouse
2097,eye caramba
2098,eye caramba examination room
2099,eyewear store
2100,tommy hillclimber camping store
2101,dance class
2102,der krazy kraut
2103,insanity hearing room
2104,krusty the clown show set
2105,microfilm room
2106,buckingham palace
2107,hollywood boulevard
2108,willie nelson tour bus
2109,tv editing bay
2110,editing room
2111,heaven
2112,heaven gate
2113,simpson pumpkin house
2114,edge of forest
2115,dark forest
2116,clearing
2117,cottage
2118,enchanted forest
2119,tower in the middle of the woods
2120,candy house
2121,springfield marine park
2122,dolphin show amphitheater
2123,beach parking lot
2124,olde springfield hospital
2125,professor frink lab
2126,olde springfield arena
2127,springfield festival of books
2128,stephen king booth
2129,prof frink booth
2130,dr nick riviera booth
2131,books for dummies section
2132,children stage
2133,panel discussion tent
2134,krusty booth
2135,sand dune
2136,krusty car
2137,sophie loft
2138,fat tony compound
2139,fat tony bedroom
2140,fat tony house
2141,sophie building
2142,barbershop
2143,thai restaurant
2144,krustyburger roof
2145,abandoned warehouse
2146,tree
2147,hillside
2148,tree and surrounding forest
2149,redwood tree
2150,moon
2151,hemp city
2152,supply closet
2153,financial planning office
2154,habitat
2155,costington toy department
2156,mr costington office
2157,announcers booth
2158,beginning of parade route
2159,parade route
2160,honest john computers
2161,computer store
2162,real kwik-e-mart
2163,island community room
2164,stark room
2165,waters around island
2166,number 2 lair
2167,magic palace
2168,valet parking stand
2169,russian space station
2170,body shop
2171,high pressure tire sales
2174,circus tent
2175,vault
2176,springfield national bank
2177,brokerage
2178,screaming monkey medical research center
2179,research institute
2180,prison rodeo arena
2181,clown dressing room
2182,prison infirmary
2183,prison weight yard
2184,chiropractor examining room
2185,street in front of homer house
2186,laundromat
2187,food court
2188,the dungeon secret basement
2189,crappy apartment complex
2190,comic book guy crappy apartment
2191,tennis court
2192,news van
2193,simpson tennis court
2194,springfield tennis stadium
2195,center court
2196,court
2197,game show set
2198,springfield minimum security prison
2199,storage locker depot
2200,storage locker
2201,sports equipment shed
2202,krusty the clown show soundstage
2203,laugh in stage
2204,green room
2205,track stadium
2206,springfield marathon
2207,marathon
2208,classified records compound
2209,compound
2210,middle eastern desert
2211,producer office
2212,aircraft carrier
2213,ship bridge
2214,mad building
2215,blockoland
2216,duff stadium
2217,outside stadium
2218,duff the 8th office
2219,landscaped area behind center field wall
2220,albuquerque mayor office
2221,suburban kitchen
2222,wide concrete river channel
2223,video surveillance room
2224,lecture hall
2225,industrial plant
2226,kitchen-maid plant
2227,african village
2228,air above africa
2229,airstrip
2230,african city
2231,rural road
2232,safari vehicle
2233,savannah
2234,wildlife reserve
2235,archaeological site
2236,masai village
2237,jungle compound
2238,joan bushwell hut
2239,chimp refuge
2240,mine shaft
2241,ferrari
2242,outskirts of town
2243,west springfield elementary school
2244,cab of truck
2245,dr nick operating room
2246,abandoned building
2247,deep in cave
2248,church parking lot
2249,church yard
2250,medical tent
2251,ice cream social
2252,praiseland
2253,ride
2254,food booth
2255,ymca hallway
2256,morgue
2257,boxcar
2258,log cabin
2259,logging village
2260,cobalt mountain
2261,marge farmhouse
2262,on a hill nearby
2263,big city
2264,great plains
2265,prairie
2266,mountain pass
2267,picturesque street
2268,bank of mississippi river
2269,mississippi river
2270,bottom of rapids
2271,general store
2272,riverboat
2273,midair
2274,tower atop burns mansion
2275,front of burns mansion
2276,top of tower
2277,springfield downtown
2278,tarot card parlor
2279,forest outside springfield
2280,simpson house with ultrahouse additions
2281,bottom of stairs
2282,wizard school
2283,montymort lair
2284,springwarts academy
2285,studio lot
2286,lard lad donut shop
2287,juvenile court
2288,room five
2289,flanders garage
2290,chinese ministry of aggression
2291,alley behind moe
2292,university
2293,swigmore u
2294,swigmore u campus
2295,the new moe
2296,m
2297,homer garage
2298,wide shot of woods
2299,chinatown
2300,strip club
2301,disco
2302,ned flanders room
2303,snake hideout
2304,rock quarry
2305,top of quarry
2306,bottom of quarry
2307,quarry
2308,edge of quarry
2309,drainage pipe
2310,drainpipe
2311,rocket ship
2312,tv-style control room
2313,evil castle
2314,springfield republican party headquarters
2315,cell
2316,mount swartzwelder
2317,edge of gorge
2318,gorge
2319,log in gorge
2320,duff world records office
2321,motherloving sugar corporation
2322,motherloving sugar
2323,cletus shack
2324,disco stu 70s-style bachelor pad
2325,lard lad
2326,caribbean sea
2327,bridge of yacht
2328,dock area
2329,concession stand
2330,tv talk show studio
2331,derby pit
2332,patty and selma doorway
2333,artie ziff mansion
2334,putting green
2335,stern of a yacht
2336,artie ziff estate
2337,ziff estate
2338,artie house
2339,german castle
2340,arid western plains
2341,artie helicopter
2342,oilfield
2343,bottom of oil derrick
2344,banged-up helicopter
2345,private school grounds
2346,fair
2347,game booth
2348,humvee
2349,wolfcastle estate
2350,wolfcastle mansion
2351,wolfcastle house
2352,springfield square garden
2353,floppy
2354,greta house
2355,boardwalk
2356,toronto bus station
2357,cn tower
2358,paramountie studios
2359,soundstage
2360,undercover nerd soundstage
2361,curling for loonies set
2362,floppy night club
2363,old ritzy neighborhood
2364,buck mansion
2365,buck house
2367,springfield aquarium
2368,street in front of retirement castle
2369,branson
2370,branson theater
2371,plain
2372,inside city of troy
2373,flaming ruins of troy
2374,mt olympus
2375,homer ship
2376,ithaca
2377,island of circe
2378,river styx
2379,penelope and odysseus living room
2380,medieval french town
2381,french house
2382,field outside fortress
2383,ramparts of english castle
2384,french throne room
2385,feasting hall
2386,hamlet bedchamber
2387,king bedchamber
2388,throne room
2389,phone company
2390,brazilian airplane
2391,rio de janeiro
2392,hotel lobby
2393,rio
2394,churrascarias
2395,rio and homer thought bubble cut
2396,samba school
2397,schoolhouse
2398,street in rio
2399,simpson garden
2400,high school football stadium
2401,skies of springfield
2402,friars club
2403,springfield friars club
2404,shrine auditorium
2405,speaker bureau
2406,small town city hall
2407,modern office building
2408,betterthantvcom building
2409,betterthantvcom
2410,battlefield
2411,another part of springfield park
2412,divorce lawyer office
2413,manjula apartment
2414,apu apartment building
2415,apu old apartment building
2416,apu and manjula bedroom
2417,apu and manjula apartment building
2418,lugash gym
2419,hole
2420,china
2421,sweatshop
2422,carrie car
2423,springfield college
2424,springfield college green
2425,café kafka
2426,springfield university main quad
2427,roof
2428,old man house
2429,old house
2430,closet
2431,mrs bellamy house
2432,front parlor
2433,study
2434,death row
2435,city morgue
2436,costington front window
2437,arnie pye helicopter
2438,town meeting
2439,the wooly bully
2440,hat store
2441,simpson backyard day
2442,sidewalk in front of simpson house
2443,women clothing store
2444,front of simpson house
2445,country dirt road
2446,countryside later
2447,rolling field
2448,farmhouse day
2449,rural
2450,war room day
2451,marge and homer bedroom night
2452,seaplane
2453,island of lost souls
2454,dr hibbert villa
2455,homer and marge bungalow
2456,house of pain
2457,marge and homer bungalow
2458,bart and lisa bungalow
2459,springfield pet shot
2460,springfield pet shop
2461,springfield blood bank
2462,springfield red cross
2463,rock n roll fantasy camp
2464,camp
2465,lenny thread shed
2466,class
2467,rock n roll camp
2468,bunkhouse
2469,backstage area
2470,civic center parking lot
2471,television store
2472,satellite
2473,central perk-style coffee shop with japanese dÉcor
2474,third-grade class
2475,state legislature
2476,capital city hotel
2477,hotel bathroom
2478,capitol building
2479,capital city street
2480,wooded area below highway
2481,thick woods
2482,plastic surgery clinic
2483,plastic surgery waiting room
2484,plastic surgery center
2485,stomach staples center
2486,dr velimirovic office
2487,luigi trattoria
2488,africa
2489,apartment hallway
2490,lenny apartment
2491,reality channel studio
2492,reality channel studios
2493,testing room
2494,1895 house
2495,video confessional
2496,hilly area
2497,stagnant springs spa
2498,spa
2499,mud spa
2500,massage room
2501,yoga class
2502,steam room
2503,maximum security prison
2504,warden office
2505,mountain cliff
2506,lover lane
2507,imax theater
2508,official building
2509,teacher of the year foundation
2510,efcot center
2511,future sphere
2512,transportation pavilion
2513,pavilion
2514,home of tomorrow
2515,vietnam
2516,same classroom
2517,art deco office building
2518,art deco building
2519,ice cream store
2520,science building
2521,40s building
2522,cabin motel
2523,circus grounds
2524,hall of mirrors
2525,fancy living room
2526,wolfcastle bedroom
2527,muscle beach
2528,pageant hall
2529,springfield arena
2530,community outreach center
2531,channel 6 helicopter
2532,church grounds
2533,church roof
2534,law office
2535,loft building
2536,loft
2537,bart loft building
2538,bart loft
2539,skewed tour
2540,half-pipe
2541,channel six news
2542,spellympic village
2543,inside outdoor coliseum
2544,san francisco
2545,spellympic coliseum
2546,springfield bowl
2547,mafia jet
2548,springfield international airport
2549,off ramp inn
2550,congressional office building
2551,congressman office
2552,second-best western motel
2553,us capitol
2554,washington bar
2555,stripping class
2556,side of the road
2557,lego land
2558,morocco
2559,springfield museum of natural history
2560,hobby store
2561,house shaped like a tugboat
2562,steps of city hall
2563,fat tony car
2564,park bench
2565,springfield elementary baseball field
2566,bachelor arms
2567,kirk van houten apartment
2568,village apartment
2569,gay nightclub
2570,castle-shaped building
2571,medieval times
2572,burns lawyer house
2573,record-pressing plant
2574,warehouse rave
2575,karaoke bar
2576,dude ranch
2577,ranch
2578,picnic area
2579,natural hot springs
2580,dining hall
2581,lisa and bart cabin
2582,dirt road through forest
2583,beaver dam
2584,base of the dam
2585,main ranch building
2586,farm neighborhood
2587,new treehouse
2588,bunker
2589,hk duff office
2590,duff executive office
2591,space station
2592,100000 pyramid set
2593,springfield bowery
2594,viewing area
2595,springfield hospital waiting room
2596,springfield pier
2597,judge harm courtroom
2598,springfield sidewalk
2599,counselor office
2600,montana
2601,concert stadium
2602,front of flanders house
2603,kirk van houten cavalry kids car
2604,inside stadium
2605,gardens entrance
2606,mini van
2607,airspace over bridge
2608,lower level
2609,godfather house
2610,isotopes stadium
2611,swedish street
2612,swedish auditorium
2613,nobel prize auditorium
2614,fbi headquarters
2615,other room
2616,state college
2617,federal agents car
2618,film processing store
2619,side of freeway
2620,atm machine
2621,english meadow
2622,deck of troop transport ship
2623,heathrow airport
2624,london streets
2625,quaint british motel
2626,london street
2627,judi dench fish and chips
2628,harrods
2629,harrod
2630,harrods window
2631,london eye
2632,british street
2633,west end street
2634,car rental lot
2635,mini cooper
2636,roundabout
2637,old bailey
2638,british-style courtroom
2639,tower of london
2640,palace guard room
2641,queen bedchamber
2642,sprawl-mart
2643,grant connor house
2644,suit closet
2645,forest road
2646,campground
2647,wildlife sanctuary
2648,hallway outside bathroom
2649,xxx movie house
2650,seedy street
2651,jewish neighborhood
2652,jewish walk of fame
2653,walk of fame building
2654,walk of fame headquarters
2655,isotope stadium
2656,back stage
2657,hibbert household
2658,synagogue
2659,springfield heights promenade
2660,cognition junction
2661,victor secret
2662,things unnecessary
2663,run-down street
2664,seedy christmas tree lot
2665,family matters set
2666,star trek set
2667,church sacristy
2668,homeless shelter
2669,snake apartment
2670,parking area
2671,cletus farm
2672,toys Я us
2673,roller coaster
2674,mall parking structure
2675,family section
2676,town street
2677,sidewalks of springfield
2678,bike store
2679,animal shelter
2680,robot rumble ring
2681,bookaccino
2682,boris car loft
2683,nantucket
2684,evergreen manor
2685,nantucket house
2686,tom clancy home
2687,cliff
2688,hampton court palace
2689,royal bedchamber
2690,marriage counselor office
2691,palace office
2692,palace walls
2693,palace
2694,storeroom
2695,mandan village
2696,riverbank campsite
2697,mountain valley
2698,riverside
2699,eighteenth-century austrian palace
2700,eighteenth-century palace
2701,vienna street
2702,mozart home
2703,concert hall
2704,vienna opera house
2705,streets of vienna
2706,mozart bedroom
2707,mozart house
2708,emperor palace
2709,tv museum
2710,museum of television
2711,van houten driveway
2712,freeway exit ramp
2713,milhouse new apartment
2714,mound chamber
2715,the flapjack stack
2716,mrs wickerbottom pre-nursery school
2717,springfield elementary cafeteria
2718,visible man atrium
2719,visible man mouth
2720,mouth
2721,visible man
2722,visible man stomach
2723,googolplex ticket window
2724,googleplex
2725,dark hallway
2726,creepy garden
2727,park area
2728,congressional hearing room
2729,prison visiting cubicle
2730,country club prison
2731,northern california
2732,cosmic wars ranch
2733,creature works building
2734,lush valley winery
2735,randall curtis office
2736,oktoberfest parking lot
2737,embankment
2738,quitters
2739,rec room
2740,girls department
2741,cosmetics dept
2742,dressing room area
2743,housewares section
2744,springfield juvenile correctional facility
2746,prison hallway
2747,small prison auditorium
2748,prison play yard
2749,prison visiting room
2750,juvenile prison
2751,prison rec room
2752,prison gymnasium
2753,juvenile correctional facility
2754,countryside
2755,blacksmith
2756,fork in road
2757,fork in the road
2758,juvenile hall
2759,futuristic living room
2760,multi-purpose room b
2761,uncle tyrone house
2762,video rental store
2763,adult film section
2764,plane cabin
2765,swelldorado hotel
2766,highway north of miami
2767,miami airport
2768,miami beach
2769,miami
2770,atlantic city
2771,atlantic city hotel
2772,luxury apartment tower
2773,raoul penthouse
2774,niagara falls airport
2775,niagara falls hotel
2776,top of ferris wheel
2777,moon bounce castle
2778,moon bounce
2779,niagara river
2780,base of the falls
2781,poolside patio
2782,county fair
2783,city
2784,summer camp
2785,homer cabin
2786,motorboat
2787,girls dining room
2788,girls kitchen
2789,camp infirmary
2790,lakeshore
2791,girls beach
2792,girls camp
2793,girls dining hall
2794,marge cabin
2795,promontory
2796,second date rock
2797,fat camp
2798,girls camp pay phone
2799,boys camp payphone
2800,girls payphone
2801,girls campground
2802,children exam room
2803,when you wash upon a car wash
2804,headbutt set
2805,libertyville
2806,first church of libertyville
2807,ronald reagan reeducation center
2808,prison auditorium
2809,springfield mountain area
2810,geezer rock
2811,channel 6 building
2812,springfield sky
2813,army base
2814,booth
2815,core
2816,victorian london
2817,scotland yard
2818,emporium of exotica
2819,opium den
2820,public yard
2821,mao den
2822,mao
2823,capsule
2824,mr burns body
2825,burns body
2826,vessel
2827,frink office
2828,mr burns
2829,house next door
2830,judging room
2831,the thin crowd
2832,bad part of town
2833,muntz house
2834,window
2835,springfield press club
2836,chloe car
2837,springfield four seasons
2838,highway outside capital city
2839,base of the springfield volcano site
2840,u n women conference
2841,women conference
2842,springfield volcano
2843,base of the volcano
2844,barney helicopter
2845,plutonium storage room
2846,goose gags and gifts
2847,springfield air and space museum
2848,air museum
2849,tarmac
2850,museum stage
2851,springfield employment agency
2852,police evidence room
2853,drug manufacturing plant
2854,canadian vfw-style building
2855,dudley do-drugs pharmacy
2856,canadian pharmacy
2857,us
2858,rented van
2859,streets of winnipeg
2860,border crossing canadian side
2861,canadian jail
2862,airport hangar
2863,canadian warehouse
2864,skies
2865,plywood pelican
2866,tower room
2867,fancy hotel
2868,fancy atrium
2869,atrium
2870,hot air balloon
2871,large football stadium
2872,commissioner office
2873,capital city stadium
2874,ark
2875,hummer limo
2876,fancy estate
2877,alcatraaaz mansion
2878,alcatraaaz house
2879,springfield glacier park
2880,springfield sprawlmart
2881,springfield glacier visitor center
2882,sprawlmart
2883,glacier visitor center
2884,springfield glacier
2885,family court
2886,bart sylvan glade
2887,henhouse
2888,suburban road
2889,selma hospital room
2890,springfield orphanage
2891,chinese consulate
2892,adoption affairs office
2893,beijing airport
2894,great hall of the people
2895,in front of shaolin temple
2896,mao tomb
2897,great wall of china
2898,beijing playhouse
2899,playhouse
2900,inside forbidden city
2901,chinese street
2902,zhengyici theater
2903,simpsons hotel
2904,orphanage
2905,beijing street
2906,fishing wharf
2907,strip mall insurance agency
2908,merry widow life insurance
2909,motor home
2910,rv dealership
2911,turnpike
2912,rear deck of ship
2913,shelbyville main street
2914,shelbyville
2915,frank gehry-style house
2916,springfield town assembly hall
2917,prison shower
2918,homer cell
2919,snowball other family house
2920,exercise yard
2921,prison library
2922,woods near prison
2923,prison cellblock
2924,prison kitchen
2925,gas chamber
2926,prison room
2927,high school
2928,high school gym
2929,cliff with city view
2930,underwater house
2931,futuristic kwik-e-mart
2932,graduation stage
2933,decompression chamber
2934,knockers
2935,builder barn
2936,mental hospital
2937,electro-shock room
2938,calmwood
2939,dr itchy
2940,health spa
2941,serenity ranch
2942,tab spangler car
2943,front of simpson home
2944,outside window
2945,van houten living room
2946,gospel for less
2947,desert highway
2948,mesa
2949,sushi bar
2950,desert road outside springfield
2951,springfield mesa
2952,upscale resort lobby
2953,swanky hotel suite
2954,god office
2955,npr radio studio
2956,limited appeal theater
2957,flanders guest room
2958,flanders house
2959,humbleton
2960,humble figurine factory
2961,flanders humbleton house
2962,flanders springfield house
2963,st jerome
2964,dublin street
2965,confessional
2966,lovejoy van
2967,protestant youth fest fairground
2968,protestant youth fest
2969,youth festival
2970,post-apocalyptic battlefield
2971,fat tony office
2972,highway rest stop
2973,pay phone
2974,roadside cafe
2975,southern coast
2976,chicken coop
2977,southern coastal town
2978,stamp museum
2979,lenny front lawn
2980,child bedroom
2981,psychiatrist office
2982,other side of the gate
2983,first a m e church of springfield
2984,spinster city apartments
2985,springfield hospital grounds
2986,forest clearing
2987,burns estate
2988,burns dining room
2989,secluded mountain clearing
2990,paradise pier
2991,another area of the pier
2992,tea house
2993,springshire
2994,teahouse
2995,karaoke store
2996,arts and crafts store
2997,cletus and brandine pickup truck
2998,quimby bedroom
2999,tv soundstage
3000,mayoral mansion
3001,italian countryside
3002,little italy
3003,skies above springfield
3004,tammy rec room
3005,children hospital
3006,burns basement
3007,lawn
3008,street next to springfield elementary
3009,italy
3010,lamborgotti factory
3011,italian highway
3012,pisa
3013,pompeii
3014,salsiccia town square
3015,palazzo
3016,well-appointed study
3017,tuscan countryside
3018,wine vat
3019,row of shops
3020,sausage shop
3021,field on the edge of town
3022,sideshow bob house
3023,rome
3024,roman street
3025,inside colosseum
3026,inside the colosseum
3027,nazareth
3028,mary house
3029,king herod palace
3030,inn
3031,bethlehem inn
3032,sky over the pacific
3033,pacific atoll
3034,tahiti
3035,dumpster
3036,toll road
3037,car behind marge
3038,tire fire
3039,moe house
3040,mason house
3041,mason boat
3042,spanish galleon
3043,submersible
3044,steam tunnel
3045,boiler room
3046,sixth grade class
3047,band room
3048,roadside diner
3049,bathroom stall
3050,diner bathroom
3051,yard sale
3052,upward bound camp
3053,go-cart track
3054,behind the school
3055,pants factory
3056,caverns
3057,large marble-floored room
3058,tower
3059,tower attic room
3060,excluders club
3061,fog-shrouded field
3062,chamber of cave
