id,imdb,imdb_votes,number_in_season,number_in_series,datetime,season,title,us_viewers
221,7.3,851.0,18,221,1999-04-04,10,Simpsons Bible Stories,12200000.0
260,6.9,730.0,12,260,2001-02-11,12,Tennis the Menace,14000000.0
213,7.8,928.0,10,213,1999-01-10,10,Viva Ned Flanders,11500000.0
230,7.7,876.0,4,230,1999-10-31,11,Treehouse of Horror X,8700000.0
246,7.2,716.0,20,246,2000-05-07,11,Last Tap Dance in Springfield,7300000.0
228,7.5,776.0,2,228,1999-10-03,11,Brother's Little Helper,7100000.0
223,7.3,779.0,20,223,1999-04-25,10,"The Old Man and the ""C"" Student",6900000.0
243,7.0,780.0,17,243,2000-03-19,11,Bart to the Future,8770000.0
227,7.3,917.0,1,227,1999-09-26,11,Beyond Blunderdome,8100000.0
225,7.3,804.0,22,225,1999-05-09,10,They Saved Lisa's Brain,6800000.0
216,7.7,882.0,13,216,1999-02-07,10,Homer to the Max,8300000.000000001
234,7.1,775.0,8,234,1999-11-28,11,"Take My Wife, Sleaze",8900000.0
236,7.3,715.0,10,236,2000-01-09,11,Little Big Mom,10000000.0
237,6.9,734.0,11,237,2000-01-16,11,Faith Off,10400000.0
259,7.5,761.0,11,259,2001-02-04,12,Worst Episode Ever,18500000.0
239,6.6,822.0,13,239,2000-02-06,11,Saddlesore Galactica,9600000.0
248,7.9,955.0,22,248,2000-05-21,11,Behind the Laughter,8300000.000000001
255,7.3,766.0,7,255,2000-12-10,12,The Great Money Caper,16800000.0
241,7.3,777.0,15,241,2000-02-20,11,Missionary: Impossible,9800000.0
244,7.4,724.0,18,244,2000-04-09,11,Days of Wine and D'oh'ses,8300000.000000001
148,8.6,1110.0,20,148,1996-03-31,7,Bart on the Road,11800000.0
264,6.5,691.0,16,264,2001-03-11,12,"Bye, Bye, Nerdie",16100000.000000002
267,7.3,721.0,19,267,2001-05-06,12,I'm Goin' to Praiseland,13100000.0
269,7.0,688.0,21,269,2001-05-20,12,Simpsons Tall Tales,13400000.0
287,7.7,704.0,18,287,2002-04-28,13,I Am Furious (Yellow),12400000.0
288,6.9,598.0,19,288,2002-05-05,13,The Sweetest Apu,11800000.0
316,7.0,631.0,3,316,2003-11-16,15,The President Wore Pearls,12700000.0
271,7.1,674.0,2,271,2001-11-11,13,The Parent Rap,14900000.0
285,7.7,765.0,16,285,2002-04-07,13,Weekend at Burnsie's,12500000.0
295,7.1,704.0,4,295,2002-11-24,14,Large Marge,17400000.0
280,7.1,621.0,11,280,2002-02-17,13,The Bart Wants What It Wants,11200000.0
305,6.9,577.0,14,305,2003-03-09,14,Mr. Spritz Goes to Washington,14400000.0
273,7.2,651.0,4,273,2001-12-02,13,A Hunka Hunka Burns in Love,13400000.0
293,7.3,713.0,2,293,2002-11-10,14,How I Spent My Strummer Vacation,12500000.0
275,7.1,692.0,6,275,2001-12-16,13,She of Little Faith,13200000.0
296,6.8,633.0,5,296,2002-12-01,14,Helter Shelter,15100000.0
283,7.3,630.0,14,283,2002-03-17,13,Tales from the Public Domain,11700000.0
300,6.9,644.0,9,300,2003-02-02,14,The Strong Arms of the Ma,15400000.0
276,6.9,649.0,7,276,2002-01-06,13,Brawl in the Family,11800000.0
278,7.3,642.0,9,278,2002-01-27,13,Jaws Wired Shut,14200000.0
289,7.2,613.0,20,289,2002-05-12,13,Little Girl in the Big Ten,11200000.0
310,6.8,574.0,19,310,2003-05-04,14,Old Yeller-Belly,11590000.0
298,7.1,593.0,7,298,2003-01-05,14,Special Edna,15000000.0
302,6.6,650.0,11,302,2003-02-16,14,Barting Over,21300000.0
309,7.0,651.0,18,309,2003-04-27,14,"Dude, Where's My Ranch?",11710000.0
312,6.6,575.0,21,312,2003-05-18,14,The Bart of War,12100000.0
314,7.4,738.0,1,314,2003-11-02,15,Treehouse of Horror XIV,16219999.999999998
165,8.6,1137.0,12,165,1997-02-02,8,Mountain of Madness,9100000.0
319,6.6,576.0,6,319,2003-12-07,15,Today I Am a Clown,10500000.0
321,6.7,589.0,8,321,2004-01-04,15,"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays",12000000.0
323,7.3,596.0,10,323,2004-01-25,15,Diatribe of a Mad Housewife,10600000.0
337,7.0,566.0,2,337,2004-11-14,16,All's Fair in Oven War,11640000.0
334,6.2,593.0,21,334,2004-05-16,15,Bart-Mangled Banner,8700000.0
353,6.8,554.0,18,353,2005-05-08,16,A Star Is Torn,8720000.0
362,6.9,543.0,6,362,2005-11-20,17,See Homer Run,10300000.0
325,7.3,583.0,12,325,2004-02-15,15,Milhouse Doesn't Live Here Anymore,9400000.0
327,6.9,568.0,14,327,2004-03-14,15,The Ziff Who Came to Dinner,10700000.0
343,6.4,582.0,8,343,2005-02-06,16,Homer and Ned's Hail Mary Pass,23070000.0
358,6.9,585.0,2,358,2005-09-18,17,The Girl Who Slept Too Little,9790000.0
329,6.9,599.0,16,329,2004-03-28,15,The Wandering Juvie,10500000.0
359,7.0,558.0,3,359,2005-09-25,17,Milhouse of Sand and Fog,10190000.0
360,7.3,646.0,4,360,2005-11-06,17,Treehouse of Horror XVI,11630000.0
366,6.7,554.0,10,366,2006-01-08,17,Homer's Paternity Coot,10100000.0
339,6.6,562.0,4,339,2004-12-05,16,She Used to Be My Girl,10810000.0
330,6.7,560.0,17,330,2004-04-18,15,My Big Fat Geek Wedding,9200000.0
350,7.3,615.0,15,350,2005-04-17,16,Future-Drama,8310000.000000001
364,7.0,706.0,8,364,2005-12-11,17,The Italian Bob,10390000.0
332,7.3,600.0,19,332,2004-05-02,15,Simple Simpson,9500000.0
367,7.0,535.0,11,367,2006-01-29,17,We're on the Road to D'ohwhere,9040000.0
346,6.9,572.0,11,346,2005-03-06,16,On a Clear Day I Can't See My Sister,10390000.0
355,7.1,546.0,20,355,2005-05-15,16,Home Away from Homer,8170000.0
336,7.4,666.0,1,336,2004-11-07,16,Treehouse of Horror XV,11290000.0
341,7.3,554.0,6,341,2005-01-16,16,Midnight Rx,8109999.999999999
344,6.8,607.0,9,344,2005-02-13,16,Pranksta Rap,8010000.0
194,7.6,887.0,16,194,1998-03-01,9,Dumbbell Indemnity,10300000.0
375,7.2,582.0,19,375,2006-04-30,17,Girls Just Want to Have Sums,8700000.0
377,7.1,596.0,21,377,2006-05-14,17,The Monkey Suit,8300000.000000001
396,6.3,585.0,18,396,2007-04-29,18,The Boys of Bummer,7570000.0
405,7.1,687.0,5,405,2007-11-04,19,Treehouse of Horror XVIII,11700000.0
393,6.3,606.0,15,393,2007-03-11,18,Rome-Old and Juli-Eh,8980000.0
416,6.1,585.0,16,416,2008-04-13,19,Papa Don't Leech,6900000.0
378,6.6,587.0,22,378,2006-05-21,17,Marge and Homer Turn a Couple Play,8230000.0
388,6.6,615.0,10,388,2007-01-07,18,The Wife Aquatic,13900000.0
423,7.0,638.0,3,423,2008-10-19,20,"Double, Double, Boy in Trouble",8090000.0
382,7.1,723.0,4,382,2006-11-05,18,Treehouse of Horror XVII,10430000.0
411,6.3,1069.0,11,411,2008-01-27,19,That '90s Show,7600000.0
428,6.6,615.0,8,428,2008-12-07,20,The Burns and the Bees,6190000.0
384,6.8,605.0,6,384,2006-11-19,18,Moe'N'a Lisa,9310000.0
386,7.2,578.0,8,386,2006-12-10,18,The Haw-Hawed Couple,8289999.999999999
407,7.1,762.0,7,407,2007-11-18,19,Husbands and Knives,10500000.0
420,6.4,538.0,20,420,2008-05-18,19,All About Lisa,6110000.0
400,7.3,692.0,22,400,2007-05-20,18,You Kent Always Say What You Want,9800000.0
425,6.6,615.0,5,425,2008-11-09,20,Dangerous Curves,8160000.0
391,7.3,617.0,13,391,2007-02-18,18,Springfield Up,8800000.0
389,7.0,580.0,11,389,2007-01-28,18,Revenge Is a Dish Best Served Three Times,8090000.0
395,7.3,678.0,17,395,2007-04-22,18,Marge Gamer,6400000.0
398,7.0,569.0,20,398,2007-05-13,18,Stop! Or My Dog Will Shoot,6480000.0
414,7.3,626.0,14,414,2008-03-09,19,Dial 'N' for Nerder,7300000.0
412,6.6,636.0,12,412,2008-02-17,19,"Love, Springfieldian Style",7810000.0
427,7.1,728.0,7,427,2008-11-30,20,MyPods and Boomsticks,7800000.0
421,7.2,780.0,1,421,2008-09-28,20,"Sex, Pies and Idiot Scrapes",9300000.0
418,7.0,585.0,18,418,2008-05-04,19,Any Given Sundance,6180000.0
206,7.5,899.0,3,206,1998-09-27,10,Bart the Mother,7350000.0
430,7.0,591.0,10,430,2009-02-15,20,"Take My Life, Please",6820000.0
432,7.0,582.0,12,432,2009-03-08,20,"No Loan Again, Naturally",5990000.0
465,6.3,691.0,1,465,2010-09-26,22,Elementary School Musical,7750000.0
439,7.1,613.0,19,439,2009-05-03,20,"Waverly Hills, 9-0-2-1-D'oh",6750000.0
463,7.2,545.0,22,463,2010-05-16,21,The Bob Next Door,6260000.0
437,7.2,605.0,17,437,2009-04-19,20,"The Good, the Sad and the Drugly",6500000.0
451,6.7,552.0,10,451,2010-01-10,21,Once Upon a Time in Springfield,14620000.0
443,6.6,585.0,2,443,2009-10-04,21,Bart Gets a 'Z',9320000.0
436,7.2,604.0,16,436,2009-04-05,20,Eeny Teeny Maya Moe,6500000.0
459,6.9,482.0,18,459,2010-04-18,21,Chief of Hearts,5930000.0
444,6.3,562.0,3,444,2009-10-11,21,The Great Wife Hope,7500000.0
461,7.2,519.0,20,461,2010-05-02,21,To Surveil with Love,6060000.0
479,6.7,489.0,15,479,2011-03-06,22,The Scorpion's Tale,6200000.0
477,6.9,461.0,13,477,2011-02-13,22,The Blue and the Gray,5610000.0
454,6.6,496.0,13,454,2010-02-21,21,The Color Yellow,6080000.0
470,6.5,479.0,6,470,2010-11-21,22,The Fool Monty,6580000.0
449,7.2,542.0,8,449,2009-12-13,21,"O Brother, Where Bart Thou?",7110000.0
453,6.8,525.0,12,453,2010-02-14,21,Boy Meets Curl,5870000.0
481,6.5,470.0,17,481,2011-03-27,22,Love Is a Many Strangled Thing,6140000.0
446,6.7,560.0,5,446,2009-11-15,21,The Devil Wears Nada,9040000.0
484,7.2,483.0,20,484,2011-05-08,22,Homer Scissorhands,5480000.0
456,7.0,554.0,15,456,2010-03-21,21,Stealing First Base,5690000.0
471,6.4,489.0,7,471,2010-11-28,22,How Munched is That Birdie in the Window?,9380000.0
483,6.6,486.0,19,483,2011-05-01,22,The Real Housewives of Fat Tony,6100000.0
474,6.3,464.0,10,474,2011-01-09,22,Moms I'd Like to Forget,12600000.0
467,6.8,501.0,3,467,2010-10-10,22,MoneyBart,6720000.0
475,6.9,520.0,11,475,2011-01-16,22,Flaming Moe,6470000.0
217,7.3,815.0,14,217,1999-02-14,10,I'm with Cupid,7700000.0
488,7.0,528.0,2,488,2011-10-02,23,Bart Stops to Smell the Roosevelts,6190000.0
490,6.7,491.0,4,490,2011-11-06,23,Replaceable You,7970000.0
497,7.0,553.0,11,497,2012-01-15,23,The D'oh-cial Network,11480000.0
540,7.1,475.0,10,540,2014-01-12,25,Married to the Blob,4830000.0
507,6.7,408.0,21,507,2012-05-13,23,Ned 'n Edna's Blend,4070000.0000000005
512,6.7,415.0,4,512,2012-11-11,24,Gone Abie Gone,6860000.0
517,6.9,411.0,9,517,2013-01-06,24,Homer Goes to Prep School,8970000.0
533,6.5,482.0,3,533,2013-11-03,25,Four Regrettings and a Funeral,5430000.0
537,7.0,440.0,7,537,2013-12-08,25,Yellow Subterfuge,6850000.0
505,7.4,568.0,19,505,2012-04-29,23,A Totally Fun Thing That Bart Will Never Do Again,5000000.0
492,7.8,712.0,6,492,2011-11-20,23,The Book Job,5770000.0
499,6.5,490.0,13,499,2012-02-12,23,The Daughter Also Rises,4260000.0
539,7.6,648.0,9,539,2014-01-05,25,Steal This Episode,12040000.0
501,6.9,425.0,15,501,2012-03-04,23,Exit Through the Kwik-E-Mart,5090000.0
523,7.0,418.0,15,523,2013-03-10,24,"Black Eyed, Please",4850000.0
503,7.1,493.0,17,503,2012-03-18,23,"Them, Robot",5250000.0
532,7.1,654.0,2,532,2013-10-06,25,Treehouse of Horror XXIV,6420000.0
526,6.5,405.0,18,526,2013-04-28,24,Pulpit Friction,4540000.0
519,6.6,405.0,11,519,2013-01-27,24,The Changing of the Guardian,5230000.0
509,6.4,597.0,1,509,2012-09-30,24,Moonshine River,8080000.0
514,6.5,430.0,6,514,2012-11-25,24,A Tree Grows in Springfield,7460000.0
510,7.3,600.0,2,510,2012-10-07,24,Treehouse of Horror XXIII,6570000.0
515,7.2,493.0,7,515,2012-12-09,24,The Day the Earth Stood Cool,7440000.0
521,7.0,406.0,13,521,2013-02-17,24,Hardly Kirk-ing,4570000.0
528,6.3,410.0,20,528,2013-05-12,24,The Fabulous Faker Boy,4160000.0
535,7.1,442.0,5,535,2013-11-17,25,Labor Pains,4080000.0
530,7.0,396.0,22,530,2013-05-19,24,Dangers on a Train,4520000.0
218,7.3,831.0,15,218,1999-02-21,10,"Marge Simpson in: ""Screaming Yellow Honkers""",8600000.0
544,6.6,407.0,14,544,2014-03-16,25,The Winter of His Content,4019999.9999999995
549,5.8,445.0,19,549,2014-04-27,25,What to Expect When Bart's Expecting,3450000.0
560,6.5,431.0,8,560,2014-11-23,26,Covercraft,3450000.0
565,6.3,377.0,13,565,2015-02-08,26,Walking Big & Tall,2780000.0
579,6.8,385.0,5,579,2015-10-25,27,Treehouse of Horror XXVI,6750000.0
584,6.6,356.0,10,584,2016-01-03,27,The Girl Code,4410000.0
551,6.7,402.0,21,551,2014-05-11,25,Pay Pal,3660000.0
575,5.9,532.0,1,575,2015-09-27,27,Every Man's Dream,3280000.0
572,6.2,330.0,20,572,2015-05-03,26,Let's Go Fly a Coot,3120000.0
569,6.7,374.0,17,569,2015-03-15,26,Waiting for Duffman,3590000.0
581,6.3,328.0,7,581,2015-11-22,27,Lisa with an 'S',5640000.0
563,7.3,434.0,11,563,2015-01-11,26,Bart's New Friend,4280000.0
587,6.3,252.0,13,587,2016-02-14,27,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,2890000.0
571,6.9,347.0,19,571,2015-04-26,26,The Kids Are All Fight,3330000.0
568,6.9,377.0,16,568,2015-03-08,26,Sky Police,3790000.0
553,5.8,652.0,1,553,2014-09-28,26,Clown in the Dumps,8530000.0
555,6.5,457.0,3,555,2014-10-12,26,Super Franchise Me,7330000.0
586,6.7,271.0,12,586,2016-01-17,27,Much Apu About Something,3950000.0
561,6.8,432.0,9,561,2014-12-07,26,I Won't Be Home for Christmas,6520000.0
556,7.3,612.0,4,556,2014-10-19,26,Treehouse of Horror XXV,7760000.0
566,6.7,360.0,14,566,2015-02-15,26,My Fare Lady,2670000.0
591,6.5,246.0,17,591,2016-04-03,27,The Burns Cage,2320000.0
574,6.9,335.0,22,574,2015-05-17,26,Mathlete's Feat,2820000.0
589,6.3,233.0,15,589,2016-03-06,27,Lisa the Veterinarian,3090000.0
582,7.1,305.0,8,582,2015-12-06,27,Paths of Glory,5530000.0
577,7.2,404.0,3,577,2015-10-11,27,Puffless,3310000.0
31,8.0,1257.0,18,31,1991-04-11,2,Brush with Greatness,20600000.0
45,8.8,1618.0,10,45,1991-11-21,3,Flaming Moe's,23900000.0
5,8.1,1732.0,5,5,1990-02-04,1,Bart the General,27100000.0
59,8.2,1227.0,24,59,1992-08-27,3,"Brother, Can You Spare Two Dimes?",17200000.0
62,9.0,1747.0,3,62,1992-10-08,4,Homer the Heretic,19300000.0
83,9.0,2010.0,2,83,1993-10-07,5,Cape Feare,20000000.0
88,7.7,1085.0,7,88,1993-11-11,5,Bart's Inner Child,18700000.0
96,8.8,1505.0,15,96,1994-02-24,5,Deep Space Homer,18200000.0
100,8.4,1118.0,19,100,1994-04-28,5,Sweet Seymour Skinner's Baadasssss Song,19700000.0
101,8.2,1103.0,20,101,1994-05-05,5,The Boy Who Knew Too Much,15500000.0
109,9.0,1690.0,6,109,1994-10-30,6,Treehouse of Horror V,22200000.0
128,9.1,1619.0,25,128,1995-05-21,6,Who Shot Mr. Burns? (Part One),15000000.0
155,9.2,2439.0,2,155,1996-11-03,8,You Only Move Twice,13900000.0
162,8.5,1383.0,9,162,1997-01-05,8,El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer),14900000.0
176,9.2,2256.0,23,176,1997-05-04,8,Homer's Enemy,11800000.0
182,8.1,1019.0,4,182,1997-10-26,9,Treehouse of Horror VIII,10900000.0
185,7.7,905.0,7,185,1997-11-16,9,The Two Mrs. Nahasapeemapetilons,11400000.0
209,7.6,901.0,6,209,1998-11-15,10,D'oh-in' in the Wind,8300000.000000001
256,8.0,836.0,8,256,2000-12-17,12,Skinner's Sense of Snow,15900000.0
257,8.0,899.0,9,257,2001-01-07,12,HOMR,18500000.0
266,8.6,1095.0,18,266,2001-04-29,12,Trilogy of Error,14400000.0
291,8.0,701.0,22,291,2002-05-22,13,Poppa's Got a Brand New Badge,8199999.999999999
292,7.6,752.0,1,292,2002-11-03,14,Treehouse of Horror XIII,16700000.0
495,8.2,905.0,9,495,2011-12-11,23,Holidays of Future Passed,6430000.0
558,7.9,977.0,6,558,2014-11-09,26,Simpsorama,6700000.0
578,7.5,462.0,4,578,2015-10-18,27,Halloween of Horror,3690000.0
594,6.7,193.0,20,594,2016-05-08,27,To Courier with Love,2520000.0
3,7.5,1709.0,3,3,1990-01-21,1,Homer's Odyssey,27500000.0
235,7.3,809.0,9,235,1999-12-19,11,Grift of the Magi,7760000.0
250,7.4,803.0,2,250,2000-11-05,12,A Tale of Two Springfields,16200000.0
253,7.2,762.0,5,253,2000-11-26,12,Homer vs. Dignity,15000000.0
282,6.5,623.0,13,282,2002-03-10,13,The Old Man and the Key,14500000.0
307,7.1,555.0,16,307,2003-03-30,14,'Scuse Me While I Miss the Sky,12600000.0
324,7.1,575.0,11,324,2004-02-08,15,Margical History Tour,8900000.0
348,7.0,530.0,13,348,2005-03-20,16,Mobile Homer,8490000.0
351,7.4,661.0,16,351,2005-05-01,16,Don't Fear the Roofer,11920000.0
369,7.4,642.0,13,369,2006-03-12,17,The Seemingly Never-Ending Story,9720000.0
371,6.5,854.0,15,371,2006-03-26,17,"Homer Simpson, This Is Your Wife",10090000.0
374,6.7,549.0,18,374,2006-04-23,17,The Wettest Stories Ever Told,7040000.0
403,7.2,637.0,3,403,2007-10-07,19,Midnight Towboy,7700000.0
426,7.1,599.0,6,426,2008-11-16,20,Homer and Lisa Exchange Cross Words,8520000.0
441,7.2,648.0,21,441,2009-05-17,20,Coming to Homerica,5860000.0
445,7.3,671.0,4,445,2009-10-18,21,Treehouse of Horror XX,8590000.0
458,6.7,482.0,17,458,2010-04-11,21,American History X-cellent,5650000.0
460,6.9,511.0,19,460,2010-04-25,21,The Squirt and the Whale,5940000.0
468,7.1,680.0,4,468,2010-11-07,22,Treehouse of Horror XXI,8189999.999999999
493,6.8,493.0,7,493,2011-11-27,23,The Man in the Blue Flannel Pants,5610000.0
524,7.1,417.0,16,524,2013-03-17,24,Dark Knight Court,4890000.0
529,7.2,460.0,21,529,2013-05-19,24,The Saga of Carl,4010000.0
546,6.9,430.0,16,546,2014-03-30,25,You Don't Have to Live Like a Referee,3910000.0
567,6.6,372.0,15,567,2015-03-01,26,The Princess Guide,3930000.0
592,6.4,228.0,18,592,2016-04-10,27,How Lisa Got Her Marge Back,2550000.0
596,6.9,210.0,22,596,2016-05-22,27,Orange Is the New Yellow,2540000.0
597,6.6,104.0,1,597,2016-09-25,28,Monty Burns' Fleeing Circus,3360000.0
262,7.2,833.0,14,262,2001-02-25,12,New Kids on the Blecch,18100000.0
277,7.0,649.0,8,277,2002-01-20,13,Sweets and Sour Marge,12300000.0
290,7.1,642.0,21,290,2002-05-19,13,The Frying Game,10800000.0
303,7.3,628.0,12,303,2003-02-16,14,I'm Spelling As Fast As I Can,22100000.0
304,7.1,599.0,13,304,2003-03-02,14,A Star Is Born-Again,14400000.0
317,7.1,705.0,4,317,2003-11-23,15,The Regina Monologues,12200000.0
356,7.2,635.0,21,356,2005-05-15,16,"The Father, the Son, and the Holy Guest Star",9690000.0
361,6.9,578.0,5,361,2005-11-13,17,Marge's Son Poisoning,11400000.0
373,7.2,677.0,17,373,2006-04-09,17,"Kiss Kiss, Bang Bangalore",8199999.999999999
380,6.7,671.0,2,380,2006-09-17,18,Jazzy and the Pussycats,8940000.0
401,6.7,706.0,1,401,2007-09-23,19,He Loves to Fly and He D'ohs,9700000.0
404,6.9,620.0,4,404,2007-10-14,19,I Don't Wanna Know Why the Caged Bird Sings,8800000.0
409,8.2,949.0,9,409,2007-12-16,19,Eternal Moonshine of the Simpson Mind,10150000.0
429,5.9,706.0,9,429,2009-01-25,20,Lisa the Drama Queen,5750000.0
431,7.0,603.0,11,431,2009-03-01,20,How the Test Was Won,6520000.0
434,6.3,619.0,14,434,2009-03-22,20,In the Name of the Grandfather,6150000.0
435,6.8,571.0,15,435,2009-03-29,20,Wedding for Disaster,6580000.0
486,7.0,492.0,22,486,2011-05-22,22,The Ned-Liest Catch,5250000.0
500,7.0,580.0,14,500,2012-02-19,23,At Long Last Leave,5770000.0
502,7.3,541.0,16,502,2012-03-11,23,How I Wet Your Mother,4970000.0
511,6.9,460.0,3,511,2012-11-04,24,Adventures in Baby-Getting,5650000.0
542,6.4,473.0,12,542,2014-03-09,25,Diggs,2690000.0
548,7.0,504.0,18,548,2014-04-13,25,Days of Future Future,3640000.0
